产品,类别,阶段,步骤,文件名,路径
MyFitnessPal,热量追踪,Settings,11,06_Settings_11.png,MyFitnessPal_Analysis/Screens/06_Settings_11.png
MyFitnessPal,热量追踪,Settings,12,06_Settings_12.png,MyFitnessPal_Analysis/Screens/06_Settings_12.png
MyFitnessPal,热量追踪,Settings,13,06_Settings_13.png,MyFitnessPal_Analysis/Screens/06_Settings_13.png
MyFitnessPal,热量追踪,Settings,14,06_Settings_14.png,MyFitnessPal_Analysis/Screens/06_Settings_14.png
MyFitnessPal,热量追踪,Settings,15,06_Settings_15.png,MyFitnessPal_Analysis/Screens/06_Settings_15.png
MyFitnessPal,热量追踪,Settings,16,06_Settings_16.png,MyFitnessPal_Analysis/Screens/06_Settings_16.png
MyFitnessPal,热量追踪,Settings,17,06_Settings_17.png,MyFitnessPal_Analysis/Screens/06_Settings_17.png
MyFitnessPal,热量追踪,Settings,18,06_Settings_18.png,MyFitnessPal_Analysis/Screens/06_Settings_18.png
MyFitnessPal,热量追踪,Settings,19,06_Settings_19.png,MyFitnessPal_Analysis/Screens/06_Settings_19.png
MyFitnessPal,热量追踪,Settings,20,06_Settings_20.png,MyFitnessPal_Analysis/Screens/06_Settings_20.png
MyFitnessPal,热量追踪,Settings,21,06_Settings_21.png,MyFitnessPal_Analysis/Screens/06_Settings_21.png
MyFitnessPal,热量追踪,Settings,22,06_Settings_22.png,MyFitnessPal_Analysis/Screens/06_Settings_22.png
MyFitnessPal,热量追踪,Settings,23,06_Settings_23.png,MyFitnessPal_Analysis/Screens/06_Settings_23.png
MyFitnessPal,热量追踪,Settings,24,06_Settings_24.png,MyFitnessPal_Analysis/Screens/06_Settings_24.png
MyFitnessPal,热量追踪,Settings,25,06_Settings_25.png,MyFitnessPal_Analysis/Screens/06_Settings_25.png
MyFitnessPal,热量追踪,Settings,26,06_Settings_26.png,MyFitnessPal_Analysis/Screens/06_Settings_26.png
MyFitnessPal,热量追踪,Settings,27,06_Settings_27.png,MyFitnessPal_Analysis/Screens/06_Settings_27.png
MyFitnessPal,热量追踪,Settings,28,06_Settings_28.png,MyFitnessPal_Analysis/Screens/06_Settings_28.png
MyFitnessPal,热量追踪,Settings,29,06_Settings_29.png,MyFitnessPal_Analysis/Screens/06_Settings_29.png
MyFitnessPal,热量追踪,Settings,30,06_Settings_30.png,MyFitnessPal_Analysis/Screens/06_Settings_30.png
Strava,运动追踪,Launch,01,01_Launch_01.png,Strava_Analysis/Screens/01_Launch_01.png
Strava,运动追踪,Launch,02,01_Launch_02.png,Strava_Analysis/Screens/01_Launch_02.png
Strava,运动追踪,Onboarding,01,02_Onboarding_01.png,Strava_Analysis/Screens/02_Onboarding_01.png
Strava,运动追踪,Onboarding,02,02_Onboarding_02.png,Strava_Analysis/Screens/02_Onboarding_02.png
Strava,运动追踪,Onboarding,03,02_Onboarding_03.png,Strava_Analysis/Screens/02_Onboarding_03.png
Strava,运动追踪,Onboarding,04,02_Onboarding_04.png,Strava_Analysis/Screens/02_Onboarding_04.png
Strava,运动追踪,Onboarding,05,02_Onboarding_05.png,Strava_Analysis/Screens/02_Onboarding_05.png
Strava,运动追踪,Onboarding,06,02_Onboarding_06.png,Strava_Analysis/Screens/02_Onboarding_06.png
Strava,运动追踪,Onboarding,07,02_Onboarding_07.png,Strava_Analysis/Screens/02_Onboarding_07.png
Strava,运动追踪,Onboarding,08,02_Onboarding_08.png,Strava_Analysis/Screens/02_Onboarding_08.png
Strava,运动追踪,Onboarding,09,02_Onboarding_09.png,Strava_Analysis/Screens/02_Onboarding_09.png
Strava,运动追踪,Onboarding,10,02_Onboarding_10.png,Strava_Analysis/Screens/02_Onboarding_10.png
Strava,运动追踪,Onboarding,11,02_Onboarding_11.png,Strava_Analysis/Screens/02_Onboarding_11.png
Strava,运动追踪,Onboarding,12,02_Onboarding_12.png,Strava_Analysis/Screens/02_Onboarding_12.png
Strava,运动追踪,Onboarding,13,02_Onboarding_13.png,Strava_Analysis/Screens/02_Onboarding_13.png
Strava,运动追踪,Onboarding,14,02_Onboarding_14.png,Strava_Analysis/Screens/02_Onboarding_14.png
Strava,运动追踪,Onboarding,15,02_Onboarding_15.png,Strava_Analysis/Screens/02_Onboarding_15.png
Strava,运动追踪,Onboarding,16,02_Onboarding_16.png,Strava_Analysis/Screens/02_Onboarding_16.png
Strava,运动追踪,Onboarding,17,02_Onboarding_17.png,Strava_Analysis/Screens/02_Onboarding_17.png
Strava,运动追踪,Onboarding,18,02_Onboarding_18.png,Strava_Analysis/Screens/02_Onboarding_18.png
Strava,运动追踪,Onboarding,19,02_Onboarding_19.png,Strava_Analysis/Screens/02_Onboarding_19.png
Strava,运动追踪,Onboarding,20,02_Onboarding_20.png,Strava_Analysis/Screens/02_Onboarding_20.png
Strava,运动追踪,Onboarding,21,02_Onboarding_21.png,Strava_Analysis/Screens/02_Onboarding_21.png
Strava,运动追踪,Onboarding,22,02_Onboarding_22.png,Strava_Analysis/Screens/02_Onboarding_22.png
Strava,运动追踪,Onboarding,23,02_Onboarding_23.png,Strava_Analysis/Screens/02_Onboarding_23.png
Strava,运动追踪,Onboarding,24,02_Onboarding_24.png,Strava_Analysis/Screens/02_Onboarding_24.png
Strava,运动追踪,Onboarding,25,02_Onboarding_25.png,Strava_Analysis/Screens/02_Onboarding_25.png
Strava,运动追踪,Onboarding,26,02_Onboarding_26.png,Strava_Analysis/Screens/02_Onboarding_26.png
Strava,运动追踪,Onboarding,27,02_Onboarding_27.png,Strava_Analysis/Screens/02_Onboarding_27.png
Strava,运动追踪,Onboarding,28,02_Onboarding_28.png,Strava_Analysis/Screens/02_Onboarding_28.png
Strava,运动追踪,Onboarding,29,02_Onboarding_29.png,Strava_Analysis/Screens/02_Onboarding_29.png
Strava,运动追踪,Onboarding,30,02_Onboarding_30.png,Strava_Analysis/Screens/02_Onboarding_30.png
Strava,运动追踪,Onboarding,31,02_Onboarding_31.png,Strava_Analysis/Screens/02_Onboarding_31.png
Strava,运动追踪,Onboarding,32,02_Onboarding_32.png,Strava_Analysis/Screens/02_Onboarding_32.png
Strava,运动追踪,Onboarding,33,02_Onboarding_33.png,Strava_Analysis/Screens/02_Onboarding_33.png
Strava,运动追踪,Onboarding,34,02_Onboarding_34.png,Strava_Analysis/Screens/02_Onboarding_34.png
Strava,运动追踪,Onboarding,35,02_Onboarding_35.png,Strava_Analysis/Screens/02_Onboarding_35.png
Strava,运动追踪,Onboarding,36,02_Onboarding_36.png,Strava_Analysis/Screens/02_Onboarding_36.png
Strava,运动追踪,Onboarding,37,02_Onboarding_37.png,Strava_Analysis/Screens/02_Onboarding_37.png
Strava,运动追踪,Onboarding,38,02_Onboarding_38.png,Strava_Analysis/Screens/02_Onboarding_38.png
Strava,运动追踪,Onboarding,39,02_Onboarding_39.png,Strava_Analysis/Screens/02_Onboarding_39.png
Strava,运动追踪,Onboarding,40,02_Onboarding_40.png,Strava_Analysis/Screens/02_Onboarding_40.png
Strava,运动追踪,Onboarding,41,02_Onboarding_41.png,Strava_Analysis/Screens/02_Onboarding_41.png
Strava,运动追踪,Onboarding,42,02_Onboarding_42.png,Strava_Analysis/Screens/02_Onboarding_42.png
Strava,运动追踪,Onboarding,43,02_Onboarding_43.png,Strava_Analysis/Screens/02_Onboarding_43.png
Strava,运动追踪,Onboarding,44,02_Onboarding_44.png,Strava_Analysis/Screens/02_Onboarding_44.png
Strava,运动追踪,Onboarding,45,02_Onboarding_45.png,Strava_Analysis/Screens/02_Onboarding_45.png
Strava,运动追踪,Onboarding,46,02_Onboarding_46.png,Strava_Analysis/Screens/02_Onboarding_46.png
Strava,运动追踪,Onboarding,47,02_Onboarding_47.png,Strava_Analysis/Screens/02_Onboarding_47.png
Strava,运动追踪,Onboarding,48,02_Onboarding_48.png,Strava_Analysis/Screens/02_Onboarding_48.png
Strava,运动追踪,Paywall,01,03_Paywall_01.png,Strava_Analysis/Screens/03_Paywall_01.png
Strava,运动追踪,Paywall,02,03_Paywall_02.png,Strava_Analysis/Screens/03_Paywall_02.png
Strava,运动追踪,Paywall,03,03_Paywall_03.png,Strava_Analysis/Screens/03_Paywall_03.png
Strava,运动追踪,Paywall,04,03_Paywall_04.png,Strava_Analysis/Screens/03_Paywall_04.png
Strava,运动追踪,Paywall,05,03_Paywall_05.png,Strava_Analysis/Screens/03_Paywall_05.png
Strava,运动追踪,Paywall,06,03_Paywall_06.png,Strava_Analysis/Screens/03_Paywall_06.png
Strava,运动追踪,Paywall,07,03_Paywall_07.png,Strava_Analysis/Screens/03_Paywall_07.png
Strava,运动追踪,Paywall,08,03_Paywall_08.png,Strava_Analysis/Screens/03_Paywall_08.png
Strava,运动追踪,Paywall,09,03_Paywall_09.png,Strava_Analysis/Screens/03_Paywall_09.png
Strava,运动追踪,Paywall,10,03_Paywall_10.png,Strava_Analysis/Screens/03_Paywall_10.png
Strava,运动追踪,Paywall,11,03_Paywall_11.png,Strava_Analysis/Screens/03_Paywall_11.png
Strava,运动追踪,Paywall,12,03_Paywall_12.png,Strava_Analysis/Screens/03_Paywall_12.png
Strava,运动追踪,Paywall,13,03_Paywall_13.png,Strava_Analysis/Screens/03_Paywall_13.png
Strava,运动追踪,Paywall,14,03_Paywall_14.png,Strava_Analysis/Screens/03_Paywall_14.png
Strava,运动追踪,Paywall,15,03_Paywall_15.png,Strava_Analysis/Screens/03_Paywall_15.png
Strava,运动追踪,Paywall,16,03_Paywall_16.png,Strava_Analysis/Screens/03_Paywall_16.png
Strava,运动追踪,Paywall,17,03_Paywall_17.png,Strava_Analysis/Screens/03_Paywall_17.png
Strava,运动追踪,Paywall,18,03_Paywall_18.png,Strava_Analysis/Screens/03_Paywall_18.png
Strava,运动追踪,Paywall,19,03_Paywall_19.png,Strava_Analysis/Screens/03_Paywall_19.png
Strava,运动追踪,Paywall,20,03_Paywall_20.png,Strava_Analysis/Screens/03_Paywall_20.png
Strava,运动追踪,MainApp,01,04_MainApp_01.png,Strava_Analysis/Screens/04_MainApp_01.png
Strava,运动追踪,MainApp,02,04_MainApp_02.png,Strava_Analysis/Screens/04_MainApp_02.png
Strava,运动追踪,MainApp,03,04_MainApp_03.png,Strava_Analysis/Screens/04_MainApp_03.png
Strava,运动追踪,MainApp,04,04_MainApp_04.png,Strava_Analysis/Screens/04_MainApp_04.png
Strava,运动追踪,MainApp,05,04_MainApp_05.png,Strava_Analysis/Screens/04_MainApp_05.png
Strava,运动追踪,MainApp,06,04_MainApp_06.png,Strava_Analysis/Screens/04_MainApp_06.png
Strava,运动追踪,MainApp,07,04_MainApp_07.png,Strava_Analysis/Screens/04_MainApp_07.png
Strava,运动追踪,MainApp,08,04_MainApp_08.png,Strava_Analysis/Screens/04_MainApp_08.png
Strava,运动追踪,MainApp,09,04_MainApp_09.png,Strava_Analysis/Screens/04_MainApp_09.png
Strava,运动追踪,MainApp,10,04_MainApp_10.png,Strava_Analysis/Screens/04_MainApp_10.png
Strava,运动追踪,MainApp,11,04_MainApp_11.png,Strava_Analysis/Screens/04_MainApp_11.png
Strava,运动追踪,MainApp,12,04_MainApp_12.png,Strava_Analysis/Screens/04_MainApp_12.png
Strava,运动追踪,MainApp,13,04_MainApp_13.png,Strava_Analysis/Screens/04_MainApp_13.png
Strava,运动追踪,MainApp,14,04_MainApp_14.png,Strava_Analysis/Screens/04_MainApp_14.png
Strava,运动追踪,MainApp,15,04_MainApp_15.png,Strava_Analysis/Screens/04_MainApp_15.png
Strava,运动追踪,MainApp,16,04_MainApp_16.png,Strava_Analysis/Screens/04_MainApp_16.png
Strava,运动追踪,MainApp,17,04_MainApp_17.png,Strava_Analysis/Screens/04_MainApp_17.png
Strava,运动追踪,MainApp,18,04_MainApp_18.png,Strava_Analysis/Screens/04_MainApp_18.png
Strava,运动追踪,MainApp,19,04_MainApp_19.png,Strava_Analysis/Screens/04_MainApp_19.png
Strava,运动追踪,MainApp,20,04_MainApp_20.png,Strava_Analysis/Screens/04_MainApp_20.png
Strava,运动追踪,MainApp,21,04_MainApp_21.png,Strava_Analysis/Screens/04_MainApp_21.png
Strava,运动追踪,MainApp,22,04_MainApp_22.png,Strava_Analysis/Screens/04_MainApp_22.png
Strava,运动追踪,MainApp,23,04_MainApp_23.png,Strava_Analysis/Screens/04_MainApp_23.png
Strava,运动追踪,MainApp,24,04_MainApp_24.png,Strava_Analysis/Screens/04_MainApp_24.png
Strava,运动追踪,MainApp,25,04_MainApp_25.png,Strava_Analysis/Screens/04_MainApp_25.png
Strava,运动追踪,MainApp,26,04_MainApp_26.png,Strava_Analysis/Screens/04_MainApp_26.png
Strava,运动追踪,MainApp,27,04_MainApp_27.png,Strava_Analysis/Screens/04_MainApp_27.png
Strava,运动追踪,MainApp,28,04_MainApp_28.png,Strava_Analysis/Screens/04_MainApp_28.png
Strava,运动追踪,MainApp,29,04_MainApp_29.png,Strava_Analysis/Screens/04_MainApp_29.png
Strava,运动追踪,MainApp,30,04_MainApp_30.png,Strava_Analysis/Screens/04_MainApp_30.png
Strava,运动追踪,MainApp,31,04_MainApp_31.png,Strava_Analysis/Screens/04_MainApp_31.png
Strava,运动追踪,MainApp,32,04_MainApp_32.png,Strava_Analysis/Screens/04_MainApp_32.png
Strava,运动追踪,MainApp,33,04_MainApp_33.png,Strava_Analysis/Screens/04_MainApp_33.png
Strava,运动追踪,MainApp,34,04_MainApp_34.png,Strava_Analysis/Screens/04_MainApp_34.png
Strava,运动追踪,MainApp,35,04_MainApp_35.png,Strava_Analysis/Screens/04_MainApp_35.png
Strava,运动追踪,MainApp,36,04_MainApp_36.png,Strava_Analysis/Screens/04_MainApp_36.png
Strava,运动追踪,MainApp,37,04_MainApp_37.png,Strava_Analysis/Screens/04_MainApp_37.png
Strava,运动追踪,MainApp,38,04_MainApp_38.png,Strava_Analysis/Screens/04_MainApp_38.png
Strava,运动追踪,MainApp,39,04_MainApp_39.png,Strava_Analysis/Screens/04_MainApp_39.png
Strava,运动追踪,MainApp,40,04_MainApp_40.png,Strava_Analysis/Screens/04_MainApp_40.png
Strava,运动追踪,MainApp,41,04_MainApp_41.png,Strava_Analysis/Screens/04_MainApp_41.png
Strava,运动追踪,MainApp,42,04_MainApp_42.png,Strava_Analysis/Screens/04_MainApp_42.png
Strava,运动追踪,MainApp,43,04_MainApp_43.png,Strava_Analysis/Screens/04_MainApp_43.png
Strava,运动追踪,MainApp,44,04_MainApp_44.png,Strava_Analysis/Screens/04_MainApp_44.png
Strava,运动追踪,MainApp,45,04_MainApp_45.png,Strava_Analysis/Screens/04_MainApp_45.png
Strava,运动追踪,MainApp,46,04_MainApp_46.png,Strava_Analysis/Screens/04_MainApp_46.png
Strava,运动追踪,MainApp,47,04_MainApp_47.png,Strava_Analysis/Screens/04_MainApp_47.png
Strava,运动追踪,MainApp,48,04_MainApp_48.png,Strava_Analysis/Screens/04_MainApp_48.png
Strava,运动追踪,MainApp,49,04_MainApp_49.png,Strava_Analysis/Screens/04_MainApp_49.png
Strava,运动追踪,MainApp,50,04_MainApp_50.png,Strava_Analysis/Screens/04_MainApp_50.png
Strava,运动追踪,MainApp,51,04_MainApp_51.png,Strava_Analysis/Screens/04_MainApp_51.png
Strava,运动追踪,MainApp,52,04_MainApp_52.png,Strava_Analysis/Screens/04_MainApp_52.png
Strava,运动追踪,MainApp,53,04_MainApp_53.png,Strava_Analysis/Screens/04_MainApp_53.png
Strava,运动追踪,MainApp,54,04_MainApp_54.png,Strava_Analysis/Screens/04_MainApp_54.png
Strava,运动追踪,MainApp,55,04_MainApp_55.png,Strava_Analysis/Screens/04_MainApp_55.png
Strava,运动追踪,MainApp,56,04_MainApp_56.png,Strava_Analysis/Screens/04_MainApp_56.png
Strava,运动追踪,MainApp,57,04_MainApp_57.png,Strava_Analysis/Screens/04_MainApp_57.png
Strava,运动追踪,MainApp,58,04_MainApp_58.png,Strava_Analysis/Screens/04_MainApp_58.png
Strava,运动追踪,MainApp,59,04_MainApp_59.png,Strava_Analysis/Screens/04_MainApp_59.png
Strava,运动追踪,MainApp,60,04_MainApp_60.png,Strava_Analysis/Screens/04_MainApp_60.png
Strava,运动追踪,Features,01,05_Features_01.png,Strava_Analysis/Screens/05_Features_01.png
Strava,运动追踪,Features,02,05_Features_02.png,Strava_Analysis/Screens/05_Features_02.png
Strava,运动追踪,Features,03,05_Features_03.png,Strava_Analysis/Screens/05_Features_03.png
Strava,运动追踪,Features,04,05_Features_04.png,Strava_Analysis/Screens/05_Features_04.png
Strava,运动追踪,Features,05,05_Features_05.png,Strava_Analysis/Screens/05_Features_05.png
Strava,运动追踪,Features,06,05_Features_06.png,Strava_Analysis/Screens/05_Features_06.png
Strava,运动追踪,Features,07,05_Features_07.png,Strava_Analysis/Screens/05_Features_07.png
Strava,运动追踪,Features,08,05_Features_08.png,Strava_Analysis/Screens/05_Features_08.png
Strava,运动追踪,Features,09,05_Features_09.png,Strava_Analysis/Screens/05_Features_09.png
Strava,运动追踪,Features,10,05_Features_10.png,Strava_Analysis/Screens/05_Features_10.png
Strava,运动追踪,Features,11,05_Features_11.png,Strava_Analysis/Screens/05_Features_11.png
Strava,运动追踪,Features,12,05_Features_12.png,Strava_Analysis/Screens/05_Features_12.png
Strava,运动追踪,Features,13,05_Features_13.png,Strava_Analysis/Screens/05_Features_13.png
Strava,运动追踪,Features,14,05_Features_14.png,Strava_Analysis/Screens/05_Features_14.png
Strava,运动追踪,Features,15,05_Features_15.png,Strava_Analysis/Screens/05_Features_15.png
Strava,运动追踪,Features,16,05_Features_16.png,Strava_Analysis/Screens/05_Features_16.png
Strava,运动追踪,Features,17,05_Features_17.png,Strava_Analysis/Screens/05_Features_17.png
Strava,运动追踪,Features,18,05_Features_18.png,Strava_Analysis/Screens/05_Features_18.png
Strava,运动追踪,Features,19,05_Features_19.png,Strava_Analysis/Screens/05_Features_19.png
Strava,运动追踪,Features,20,05_Features_20.png,Strava_Analysis/Screens/05_Features_20.png
Strava,运动追踪,Features,21,05_Features_21.png,Strava_Analysis/Screens/05_Features_21.png
Strava,运动追踪,Features,22,05_Features_22.png,Strava_Analysis/Screens/05_Features_22.png
Strava,运动追踪,Features,23,05_Features_23.png,Strava_Analysis/Screens/05_Features_23.png
Strava,运动追踪,Features,24,05_Features_24.png,Strava_Analysis/Screens/05_Features_24.png
Strava,运动追踪,Features,25,05_Features_25.png,Strava_Analysis/Screens/05_Features_25.png
Strava,运动追踪,Features,26,05_Features_26.png,Strava_Analysis/Screens/05_Features_26.png
Strava,运动追踪,Features,27,05_Features_27.png,Strava_Analysis/Screens/05_Features_27.png
Strava,运动追踪,Features,28,05_Features_28.png,Strava_Analysis/Screens/05_Features_28.png
Strava,运动追踪,Features,29,05_Features_29.png,Strava_Analysis/Screens/05_Features_29.png
Strava,运动追踪,Features,30,05_Features_30.png,Strava_Analysis/Screens/05_Features_30.png
Strava,运动追踪,Features,31,05_Features_31.png,Strava_Analysis/Screens/05_Features_31.png
Strava,运动追踪,Features,32,05_Features_32.png,Strava_Analysis/Screens/05_Features_32.png
Strava,运动追踪,Features,33,05_Features_33.png,Strava_Analysis/Screens/05_Features_33.png
Strava,运动追踪,Features,34,05_Features_34.png,Strava_Analysis/Screens/05_Features_34.png
Strava,运动追踪,Features,35,05_Features_35.png,Strava_Analysis/Screens/05_Features_35.png
Strava,运动追踪,Features,36,05_Features_36.png,Strava_Analysis/Screens/05_Features_36.png
Strava,运动追踪,Features,37,05_Features_37.png,Strava_Analysis/Screens/05_Features_37.png
Strava,运动追踪,Features,38,05_Features_38.png,Strava_Analysis/Screens/05_Features_38.png
Strava,运动追踪,Features,39,05_Features_39.png,Strava_Analysis/Screens/05_Features_39.png
Strava,运动追踪,Features,40,05_Features_40.png,Strava_Analysis/Screens/05_Features_40.png
Strava,运动追踪,Settings,01,06_Settings_01.png,Strava_Analysis/Screens/06_Settings_01.png
Strava,运动追踪,Settings,02,06_Settings_02.png,Strava_Analysis/Screens/06_Settings_02.png
Strava,运动追踪,Settings,03,06_Settings_03.png,Strava_Analysis/Screens/06_Settings_03.png
Strava,运动追踪,Settings,04,06_Settings_04.png,Strava_Analysis/Screens/06_Settings_04.png
Strava,运动追踪,Settings,05,06_Settings_05.png,Strava_Analysis/Screens/06_Settings_05.png
Strava,运动追踪,Settings,06,06_Settings_06.png,Strava_Analysis/Screens/06_Settings_06.png
Strava,运动追踪,Settings,07,06_Settings_07.png,Strava_Analysis/Screens/06_Settings_07.png
Strava,运动追踪,Settings,08,06_Settings_08.png,Strava_Analysis/Screens/06_Settings_08.png
Strava,运动追踪,Settings,09,06_Settings_09.png,Strava_Analysis/Screens/06_Settings_09.png
Strava,运动追踪,Settings,10,06_Settings_10.png,Strava_Analysis/Screens/06_Settings_10.png
Strava,运动追踪,Settings,11,06_Settings_11.png,Strava_Analysis/Screens/06_Settings_11.png
Strava,运动追踪,Settings,12,06_Settings_12.png,Strava_Analysis/Screens/06_Settings_12.png
